date	heat_pump_0__elec_cons	heat_pump_1__elec_cons	heat_pump_2__elec_cons	heat_pump_3__elec_cons	heat_pump_4__elec_cons
2025-01-01 09:20:00	0.0	0.0	0.0	0.0	0.0
2025-01-01 09:30:00	0.0	0.0	0.0	0.0	0.0
2025-01-01 09:40:00	0.0	0.0	0.0	0.0	0.0
2025-01-01 09:50:00	0.0	0.0	0.0	0.0	0.0
2025-01-01 10:00:00	0.0	0.0	0.0	0.0	0.0
2025-01-01 10:10:00	0.0	0.0	0.0	0.0	0.0
2025-01-01 10:20:00	0.0	0.0	0.0	0.0	0.0
2025-01-01 10:30:00	0.0	0.0	0.0	0.0	0.0
2025-01-01 10:40:00	0.0	0.0	0.0	0.0	0.0
2025-01-01 10:50:00	0.0	0.0	0.0	0.0	0.0
2025-01-01 11:00:00	0.0	0.0	0.0	0.0	0.0
2025-01-01 11:10:00	0.0	0.0	0.0	0.0	0.0
2025-01-01 11:20:00	0.0	0.0	0.0	0.0	0.0
2025-01-01 11:30:00	0.0	0.0	0.0	0.0	0.0
2025-01-01 11:40:00	0.0	0.0	0.0	0.0	0.0
2025-01-01 11:50:00	0.0	0.0	0.0	0.0	0.0
2025-01-01 12:00:00	0.0	0.0	0.0	0.0	0.0
2025-01-01 12:10:00	0.0	0.0	0.0	0.0	0.0
2025-01-01 12:20:00	0.0	0.0	0.0	0.0	0.0
2025-01-01 12:30:00	0.0	0.0	0.0	0.0	0.0
2025-01-01 12:40:00	0.0	0.0	0.0	0.0	0.0
2025-01-01 12:50:00	0.0	0.0	0.0	0.0	0.0
2025-01-01 13:00:00	0.0	0.0	0.0	0.0	0.0
2025-01-01 13:10:00	0.0	0.0	0.0	0.0	0.0
2025-01-01 13:20:00	0.0	0.0	0.0	0.0	0.0
2025-01-01 13:30:00	0.0	0.0	0.0	0.0	0.0
2025-01-01 13:40:00	0.0	0.0	0.0	0.0	0.0
2025-01-01 13:50:00	0.0	0.0	0.0	0.0	0.0
2025-01-01 14:00:00	0.0	0.0	0.0	0.0	0.0
2025-01-01 14:10:00	0.0	0.0	0.0	0.0	0.0
2025-01-01 14:20:00	0.0	0.0	0.0	0.0	0.0
2025-01-01 14:30:00	0.0	0.0	0.0	0.0	0.0
2025-01-01 14:40:00	0.0	0.0	0.0	0.0	0.0
2025-01-01 14:50:00	0.0	0.0	0.0	0.0	0.0
2025-01-01 15:00:00	0.0	0.0	0.0	0.0	0.0
2025-01-01 15:10:00	0.0	0.0	0.0	0.0	0.0
2025-01-01 15:20:00	0.0	0.0	0.0	0.0	0.0
2025-01-01 15:30:00	0.0	0.0	0.0	0.0	0.0
2025-01-01 15:40:00	0.0	0.0	0.0	0.0	0.0
2025-01-01 15:50:00	0.0	0.0	0.0	0.0	0.0
2025-01-01 16:00:00	0.0	0.0	0.0	0.0	0.0
2025-01-01 16:10:00	0.0	0.0	0.0	0.0	0.0
2025-01-01 16:20:00	0.0	0.0	0.0	0.0	0.0
2025-01-01 16:30:00	0.0	0.0	0.0	0.0	0.0
2025-01-01 16:40:00	0.0	0.0	0.0	0.0	0.0
2025-01-01 16:50:00	0.0	0.0	0.0	0.0	0.0
2025-01-01 17:00:00	0.0	0.0	0.0	0.0	0.0
2025-01-01 17:10:00	0.0	0.0	0.0	0.0	0.0
2025-01-01 17:20:00	0.0	0.0	0.0	0.0	0.0
2025-01-01 17:30:00	0.0	0.0	0.0	0.0	0.0
2025-01-01 17:40:00	0.0	0.0	0.0	0.0	0.0
2025-01-01 17:50:00	0.0	0.0	0.0	0.0	0.0
2025-01-01 18:00:00	0.0	0.0	0.0	0.0	0.0
2025-01-01 18:10:00	0.0	0.0	0.0	0.0	0.0
2025-01-01 18:20:00	0.0	0.0	0.0	0.0	0.0
2025-01-01 18:30:00	0.0	0.0	0.0	0.0	0.0
2025-01-01 18:40:00	0.0	0.0	0.0	0.0	0.0
2025-01-01 18:50:00	0.0	0.0	0.0	0.0	0.0
2025-01-01 19:00:00	0.0	0.0	0.0	0.0	0.0
2025-01-01 19:10:00	0.0	0.0	0.0	0.0	0.0
2025-01-01 19:20:00	0.0	0.0	0.0	0.0	0.0
2025-01-01 19:30:00	0.0	0.0	0.0	0.0	0.0
2025-01-01 19:40:00	0.0	0.0	0.0	0.0	0.0
2025-01-01 19:50:00	0.0	0.0	0.0	0.0	0.0
2025-01-01 20:00:00	0.0	0.0	0.0	0.0	0.0
2025-01-01 20:10:00	0.0	0.0	0.0	0.0	0.0
2025-01-01 20:20:00	0.0	0.0	0.0	0.0	0.0
2025-01-01 20:30:00	0.0	0.0	0.0	0.0	0.0
2025-01-01 20:40:00	0.0	0.0	0.0	0.0	0.0
2025-01-01 20:50:00	0.0	0.0	0.0	0.0	0.0
2025-01-01 21:00:00	0.0	0.0	0.0	0.0	0.0
2025-01-01 21:10:00	0.0	0.0	0.0	0.0	0.0
2025-01-01 21:20:00	0.0	0.0	0.0	0.0	0.0
2025-01-01 21:30:00	0.0	0.0	0.0	0.0	0.0
2025-01-01 21:40:00	0.0	0.0	0.0	0.0	0.0
2025-01-01 21:50:00	0.0	0.0	0.0	0.0	0.0
2025-01-01 22:00:00	0.0	0.0	0.0	0.0	0.0
2025-01-01 22:10:00	0.0	0.0	0.0	0.0	0.0
2025-01-01 22:20:00	0.0	0.0	0.0	0.0	0.0
2025-01-01 22:30:00	0.0	0.0	0.0	0.0	0.0
2025-01-01 22:40:00	0.0	0.0	0.0	0.0	0.0
2025-01-01 22:50:00	0.0	0.0	0.0	0.0	0.0
2025-01-01 23:00:00	0.0	0.0	0.0	0.0	0.0
2025-01-01 23:10:00	0.0	0.0	0.0	0.0	0.0
2025-01-01 23:20:00	0.0	0.0	0.0	0.0	0.0
2025-01-01 23:30:00	0.0	0.0	0.0	0.0	0.0
2025-01-01 23:40:00	0.0	0.0	0.0	0.0	0.0
2025-01-01 23:50:00	0.0	0.0	0.0	0.0	0.0
2025-01-02 00:00:00	0.0	0.0	0.0	0.0	0.0
2025-01-02 00:10:00	0.0	0.0	0.0	0.0	0.0
2025-01-02 00:20:00	0.0	0.0	0.0	0.0	0.0
2025-01-02 00:30:00	0.0	0.0	0.0	0.0	0.0
2025-01-02 00:40:00	0.0	0.0	0.0	0.0	0.0
2025-01-02 00:50:00	0.0	0.0	0.0	0.0	0.0
2025-01-02 01:00:00	0.0	0.0	0.0	0.0	0.0
2025-01-02 01:10:00	0.0	0.0	0.0	0.0	0.0
2025-01-02 01:20:00	0.0	0.0	0.0	0.0	0.0
2025-01-02 01:30:00	0.0	0.0	0.0	0.0	0.0
2025-01-02 01:40:00	0.0	0.0	0.0	0.0	0.0
2025-01-02 01:50:00	0.0	0.0	0.0	0.0	0.0
2025-01-02 02:00:00	0.0	0.0	0.0	0.0	0.0
2025-01-02 02:10:00	0.0	0.0	0.0	0.0	0.0
2025-01-02 02:20:00	0.0	0.06417538786214344	0.0	0.0	0.0
2025-01-02 02:30:00	0.0	1.0609201384708016	0.6067172217439858	0.0	0.0
2025-01-02 02:40:00	0.0	2.073164809049231	1.7440003573235636	0.0	0.0
2025-01-02 02:50:00	0.0	2.75288075101882	2.7372776152711844	0.0	0.0
2025-01-02 03:00:00	0.0	3.0744765216256615	3.079449718846271	0.0	0.6054578426541972
2025-01-02 03:10:00	0.0	3.1075184497996315	3.0377947481684666	0.0	1.11241430315656
2025-01-02 03:20:00	0.01781600997230148	3.497086155862947	3.308955069722748	0.0	1.4087604871782116
2025-01-02 03:30:00	0.7446727997772137	3.5001265549971814	3.700610089919009	0.0	1.8113746307229097
2025-01-02 03:40:00	1.2165536432155113	3.67242620012472	3.8901522277158325	0.0	2.1857812283864106
2025-01-02 03:50:00	1.4725222741035227	3.8640247543064037	3.6108238609790515	0.14278586424367898	2.3401081728934465
2025-01-02 04:00:00	1.910620905256006	3.837337880862483	3.7879127908049206	0.6964097583574356	2.263739821814785
2025-01-02 04:10:00	2.1424261404834275	3.7624812446035976	3.861845110894702	1.1762369567635327	2.3743723774010377
2025-01-02 04:20:00	2.0703124194246008	3.8096522262565777	4.265319647494179	1.5894572014714305	2.2458009187308416
2025-01-02 04:30:00	2.470884383513775	4.14774918093035	4.286488139096743	1.9170204219336981	2.777342952493492
2025-01-02 04:40:00	2.590002068444279	3.990531860058289	4.063544975605814	1.4333453185156366	2.7011247248952506
2025-01-02 04:50:00	2.1708095370006015	3.726457227917574	3.9168932086400616	1.7719088642433622	2.5600054179288665
2025-01-02 05:00:00	2.2622219750776527	3.7525784167667897	3.614953043725688	1.8553353003098565	2.288710015982746
2025-01-02 05:10:00	2.536149119376688	4.035263596028194	3.875673689973789	2.285608017428378	2.6327448211906
2025-01-02 05:20:00	2.178521396129312	3.781360658538985	4.005962008543719	2.368112319435421	2.777463775344173
2025-01-02 05:30:00	2.2497395890314276	6.138345959324052	3.9891132613256843	3.416508779361971	2.467426955112937
2025-01-02 05:40:00	2.699907360808679	12.338345959324052	6.275097934220042	7.716508779361971	2.5989167618821707
2025-01-02 05:50:00	7.379907360808679	12.4	12.915097934220043	8.6	7.539803857238649
2025-01-02 06:00:00	9.36	12.4	13.280000000000001	8.6	10.08
2025-01-02 06:10:00	8.610952545003519	12.4	13.280000000000001	8.6	9.431175795301403
2025-01-02 06:20:00	7.926871204228402	12.4	13.280000000000001	8.6	8.79734315593058
2025-01-02 06:30:00	6.817707306037457	12.4	13.280000000000001	8.6	8.995503607380174
2025-01-02 06:40:00	3.2733302486473352	12.4	13.280000000000001	8.6	6.863871175335868
2025-01-02 06:50:00	6.161673862808046	12.4	13.280000000000001	8.6	10.08
2025-01-02 07:00:00	6.31346227628465	12.4	11.642755927501009	6.620661243911815	8.394481173908007
2025-01-02 07:10:00	4.7886403083167535	8.474280255659313	8.983262699347458	5.001053942675232	8.125581599979375
2025-01-02 07:20:00	5.618044420449861	9.699747211297726	8.816269831224199	7.6737057697336795	4.88772382535962
2025-01-02 07:30:00	4.549176316676979	9.423630193168576	8.389349899966751	7.821248108254837	4.264688491629143
2025-01-02 07:40:00	3.4793014213770768	6.023302491347444	7.416968841527812	6.697525024206212	5.337990038252289
2025-01-02 07:50:00	6.042744246230013	5.459781496304006	9.152308603913601	6.041375307479395	6.399662985128883
2025-01-02 08:00:00	3.7316071451781427	1.7570234275083423	3.1077412252558343	4.999158701065601	1.3596629851288826
2025-01-02 08:10:00	4.068269579236655	0.0	0.4127043379020875	1.2378924511312683	0.0
2025-01-02 08:20:00	3.2270365628611604	0.0	0.0	2.152484666031656	0.0
2025-01-02 08:30:00	1.1292681348403075	0.0	0.0	2.669552496546551	0.0
2025-01-02 08:40:00	0.0	0.0	0.0	3.2887918068660222	0.0
2025-01-02 08:50:00	2.524177142417211	0.0	0.6762001545121592	2.3160229254619233	0.14725633201024466
2025-01-02 09:00:00	1.255340698775734	0.0	2.7380901114027583	0.0	2.174184989400661
2025-01-02 09:10:00	1.2100206002966052	2.301884219435449	2.608970183674737	0.0	1.1711794934976054
2025-01-02 09:20:00	2.340078609782071	1.5510121147847973	3.4902816348525327	0.0	0.8112366601713452
2025-01-02 09:30:00	1.812930900439035	1.592156673323963	2.040813340416487	0.0	1.3546333139522782
2025-01-02 09:40:00	0.0	1.1241715652838324	2.406466681668229	0.0	1.1948902045713623
2025-01-02 09:50:00	1.2678001375689345	3.8653050504540705	3.2647284280897226	0.0	1.717830219138512
2025-01-02 10:00:00	0.6077624939185097	2.6167663121276785	2.051788226106747	0.0	0.22762259081540545
2025-01-02 10:10:00	1.2135930390016298	1.7918095038395305	2.7069143576381105	0.0	0.6315021322700166
2025-01-02 10:20:00	0.0	0.5252258847972401	2.922354137597799	0.0	1.53324497361489
2025-01-02 10:30:00	0.0	1.52654133518384	1.0482065196820793	0.0	0.45874070163668873
2025-01-02 10:40:00	0.0	2.6343289057792916	0.0	0.0	0.0
2025-01-02 10:50:00	0.0	1.7271228275178456	0.0	0.0	0.0
2025-01-02 11:00:00	0.0	0.0	0.0	0.0	0.0
2025-01-02 11:10:00	0.0	0.0	0.0	0.0	0.0
2025-01-02 11:20:00	0.0	0.0	0.0	0.0	0.0
2025-01-02 11:30:00	0.0	0.0	0.0	0.0	0.0
2025-01-02 11:40:00	0.0	0.0	0.0	0.0	0.0
2025-01-02 11:50:00	0.0	0.0	0.0	0.0	0.0
2025-01-02 12:00:00	0.0	0.0	0.0	0.0	0.0
2025-01-02 12:10:00	0.0	0.0	0.0	0.0	0.0
2025-01-02 12:20:00	0.0	0.0	0.0	0.0	0.0
2025-01-02 12:30:00	0.0	0.0	0.0	0.0	0.0
2025-01-02 12:40:00	0.0	0.0	0.0	0.0	0.0
2025-01-02 12:50:00	0.0	0.0	0.0	0.0	0.0
2025-01-02 13:00:00	0.0	0.0	0.0	0.0	0.0
2025-01-02 13:10:00	0.0	0.0	0.0	0.0	0.0
2025-01-02 13:20:00	0.0	0.0	0.0	0.0	0.0
2025-01-02 13:30:00	0.0	0.0	0.0	0.0	0.0
2025-01-02 13:40:00	0.0	0.0	0.0	0.0	0.0
2025-01-02 13:50:00	0.0	0.0	0.0	0.0	0.0
2025-01-02 14:00:00	0.0	0.0	0.0	0.0	0.0
2025-01-02 14:10:00	0.0	0.0	0.0	0.0	0.0
2025-01-02 14:20:00	0.0	0.0	0.0	0.0	0.0
2025-01-02 14:30:00	0.0	0.0	0.0	0.0	0.0
2025-01-02 14:40:00	0.0	0.0	0.0	0.0	0.0
2025-01-02 14:50:00	0.0	0.0	0.0	0.0	0.0
2025-01-02 15:00:00	0.0	0.0	0.0	0.0	0.0
2025-01-02 15:10:00	0.0	0.0	0.0	0.0	0.0
2025-01-02 15:20:00	0.0	0.0	0.0	0.0	0.0
2025-01-02 15:30:00	0.0	0.0	0.0	0.0	0.0
2025-01-02 15:40:00	0.0	0.0	0.0	0.0	0.0
2025-01-02 15:50:00	0.0	0.0	0.0	0.0	0.0
2025-01-02 16:00:00	0.0	0.0	0.0	0.0	0.0
2025-01-02 16:10:00	0.0	0.0	0.0	0.0	0.0
2025-01-02 16:20:00	0.0	0.0	0.0	0.0	0.0
2025-01-02 16:30:00	0.0	0.0	0.0	0.0	0.0
2025-01-02 16:40:00	0.0	0.0	0.0	0.0	0.0
2025-01-02 16:50:00	0.0	0.0	0.0	0.0	0.0
2025-01-02 17:00:00	0.0	0.0	0.0	0.0	0.0
2025-01-02 17:10:00	0.0	0.0	0.0	0.0	0.0
2025-01-02 17:20:00	0.0	0.0	0.0	0.0	0.0
2025-01-02 17:30:00	0.0	0.0	0.0	0.0	0.0
2025-01-02 17:40:00	0.0	0.0	0.0	0.0	0.0
2025-01-02 17:50:00	0.0	1.0667596002401933	0.0	0.0	0.0
2025-01-02 18:00:00	0.0	5.138185836524732	0.0	0.0	0.0
2025-01-02 18:10:00	0.0	1.5307275654410024	0.0	0.0	0.0
2025-01-02 18:20:00	0.0	0.0	0.0	0.0	0.0
2025-01-02 18:30:00	0.0	0.0	0.0	0.0	0.0
2025-01-02 18:40:00	0.0	0.0	0.0	0.0	0.0
2025-01-02 18:50:00	0.0	0.0	0.0	0.0	0.0
2025-01-02 19:00:00	0.0	0.0	0.0	0.0	0.0
2025-01-02 19:10:00	0.0	0.0	0.0	0.0	0.0
2025-01-02 19:20:00	0.0	2.705722182774858	0.0	0.0	0.0
2025-01-02 19:30:00	0.0	2.207562760222239	0.0	0.0	0.0
2025-01-02 19:40:00	0.0	1.0026070725183547	1.4016528219173057	0.0	0.0
2025-01-02 19:50:00	0.0	1.3285110209012174	0.5541559908529889	0.0	0.0
2025-01-02 20:00:00	0.0	1.392883710934457	1.4308066714719025	0.0	0.0
2025-01-02 20:10:00	0.0	1.804221722920638	0.46801909753410176	0.0	1.744237501791965
2025-01-02 20:20:00	0.0	1.715812245215521	0.7476958183619327	0.0	1.3620570286635072
2025-01-02 20:30:00	0.0	2.693915686708132	3.1597111004494374	0.0	0.7905927159060382
2025-01-02 20:40:00	0.0	3.6731576897893214	2.464118393304611	0.0	0.5872778943078912
2025-01-02 20:50:00	0.0	3.119367936824221	1.825432420420812	0.0	0.4421680292470228
2025-01-02 21:00:00	0.0	3.3204065843080515	1.3329195378294105	0.0	0.18141868682876885
2025-01-02 21:10:00	0.0	2.6149291507682655	0.0	0.0	0.2178643474066048
2025-01-02 21:20:00	0.0	2.135627469917022	1.6357144066348397	0.0	0.3776487189290354
2025-01-02 21:30:00	0.0	1.2422943959066124	0.3487188872265464	0.0	1.9039834668114068
2025-01-02 21:40:00	0.0	1.2153080532127882	0.02092079766863057	0.0	1.4677772251687582
2025-01-02 21:50:00	0.0	0.0	0.0	0.0	0.0
2025-01-02 22:00:00	0.0	0.0	0.0	0.0	0.0
2025-01-02 22:10:00	0.0	0.0	0.0	0.0	0.0
2025-01-02 22:20:00	0.0	0.0	0.0	0.0	0.0
2025-01-02 22:30:00	0.0	0.0	0.0	0.0	0.0
2025-01-02 22:40:00	0.0	0.0	0.0	0.0	0.0
2025-01-02 22:50:00	0.0	0.0	0.0	0.0	0.0
2025-01-02 23:00:00	0.0	0.0	0.0	0.0	0.0
2025-01-02 23:10:00	0.0	0.0	0.0	0.0	0.0
2025-01-02 23:20:00	0.0	0.0	0.0	0.0	0.0
2025-01-02 23:30:00	0.0	0.0	0.0	0.0	0.0
2025-01-02 23:40:00	0.0	0.0	0.0	0.0	0.0
2025-01-02 23:50:00	0.0	0.0	0.0	0.0	0.0
2025-01-03 00:00:00	0.0	0.0	0.0	0.0	0.0
2025-01-03 00:10:00	0.0	0.0	0.0	0.0	0.0
2025-01-03 00:20:00	0.0	0.0	0.0	0.0	0.0
2025-01-03 00:30:00	0.0	0.0	0.0	0.0	0.0
2025-01-03 00:40:00	0.0	0.0	0.0	0.0	0.0
2025-01-03 00:50:00	0.0	0.0	0.0	0.0	0.0
2025-01-03 01:00:00	0.0	0.0	0.0	0.0	0.0
2025-01-03 01:10:00	0.0	0.0	0.0	0.0	0.0
2025-01-03 01:20:00	0.0	0.0	0.0	0.0	0.0
2025-01-03 01:30:00	0.0	0.0	0.0	0.0	0.0
2025-01-03 01:40:00	0.0	0.0	0.0	0.0	0.0
2025-01-03 01:50:00	0.0	0.0	0.0	0.0	0.0
2025-01-03 02:00:00	0.0	0.0	0.0	0.0	0.0
2025-01-03 02:10:00	0.0	0.0	0.0	0.0	0.0
2025-01-03 02:20:00	0.0	0.0	0.0	0.0	0.0
2025-01-03 02:30:00	0.0	0.0	0.0	0.0	0.0
2025-01-03 02:40:00	0.0	0.0	0.0	0.0	0.0
2025-01-03 02:50:00	0.0	0.0	0.0	0.0	0.0
2025-01-03 03:00:00	0.0	0.0	0.0	0.0	0.0
2025-01-03 03:10:00	0.0	0.0	0.0	0.0	0.0
2025-01-03 03:20:00	0.0	0.0	0.0	0.0	0.0
2025-01-03 03:30:00	0.0	0.0	0.0	0.0	0.0
2025-01-03 03:40:00	0.0	0.0	0.0	0.0	0.0
2025-01-03 03:50:00	0.0	0.0	0.0	0.0	0.0
2025-01-03 04:00:00	0.0	0.0	0.0	0.0	0.0
2025-01-03 04:10:00	0.0	0.5136113127464321	0.0	0.0	0.0
2025-01-03 04:20:00	0.0	0.9903502582770735	0.7755088008333341	0.0	0.0
2025-01-03 04:30:00	0.0	1.6223298712676941	1.3513661763785052	0.0	0.0
2025-01-03 04:40:00	0.0	1.7622583357120227	1.6750140227475272	0.0	0.0
2025-01-03 04:50:00	0.0	0.9134222824754977	1.6840915148024007	0.0	0.0
2025-01-03 05:00:00	0.0	1.0445546199419504	1.9080613069201213	0.0	0.0
2025-01-03 05:10:00	0.0	2.2761778076922865	2.2578229965566523	0.0	0.0
2025-01-03 05:20:00	0.0	5.510598674633385	1.9750212282158675	0.0	0.4515423656467767
2025-01-03 05:30:00	0.0	11.710598674633385	1.8592992782361066	0.0	0.14706063041235576
2025-01-03 05:40:00	0.0	10.87119746554354	2.050985677551525	0.6136425907702894	0.7641204440385758
2025-01-03 05:50:00	3.513355032668838	8.311190545483962	5.003344655180268	4.91364259077029	4.415650391614699
2025-01-03 06:00:00	8.193355032668839	12.4	11.643344655180268	8.6	9.4556503916147
2025-01-03 06:10:00	9.36	8.337127945672755	10.926279832910186	8.6	7.660705969790458
2025-01-03 06:20:00	9.36	5.34552536868298	7.9177168539716725	8.6	6.819788036847304
2025-01-03 06:30:00	9.36	5.536280066733588	9.854995144684395	5.869888355150167	6.476802140341694
2025-01-03 06:40:00	9.36	9.762416196306383	9.694184703200932	5.718070587587637	10.08
2025-01-03 06:50:00	9.36	10.48863498876874	10.352569112055518	6.109997787466903	10.08
2025-01-03 07:00:00	7.67879879993473	8.361556649285511	11.35109716316182	3.121374443442924	9.68285919455971
2025-01-03 07:10:00	5.827270675341378	6.338934046245731	9.711373649487008	5.611440424999768	5.123890403553281
2025-01-03 07:20:00	6.204967135598039	6.040610543195171	6.414746463291209	1.9977945448166272	4.937946405558435
2025-01-03 07:30:00	4.949628722203009	7.610716541952721	7.317780832200647	1.0429551706639104	5.712394630377033
2025-01-03 07:40:00	4.121528033046564	6.631779171286471	6.7402679225846	1.6872809190977642	3.0646477707270905
2025-01-03 07:50:00	1.9901539893250686	5.307403191713606	4.058037974749734	3.0368812154634206	3.774918348227027
2025-01-03 08:00:00	1.037323390062369	2.3067285462445697	3.4037409587834953	0.0	1.8298701807879494
2025-01-03 08:10:00	0.0	1.149757675604265	0.0	2.0953108963498623	0.0
2025-01-03 08:20:00	0.0	0.45081330260703834	0.0	0.0	0.0
2025-01-03 08:30:00	0.0	0.0	0.0	0.0	0.0
2025-01-03 08:40:00	0.0	0.0	0.0	0.0	0.09564012672841019
2025-01-03 08:50:00	0.0	0.0	0.934412415945904	0.0	1.905503725928317
2025-01-03 09:00:00	0.0	0.7632755982764867	2.39184811992138	0.0	2.0577618483417477
2025-01-03 09:10:00	0.0	0.3011967115136108	0.0	0.0	4.110365996446382
2025-01-03 09:20:00	0.0	1.793634459422874	0.0	0.0	3.311587460095769
2025-01-03 09:30:00	1.6517312762361573	1.3009590354421345	0.8444369054765697	0.0	2.0394117058599277
2025-01-03 09:40:00	0.0	1.1427067812667244	1.3417341875461175	0.0	0.3070551613555275
2025-01-03 09:50:00	0.31166022701796553	0.5619982412214026	2.6889157028793025	0.18373364681048335	0.7557121291549153
2025-01-03 10:00:00	0.0	0.08251939976118036	2.807677276272635	0.44850514853106216	0.2605695054138654
2025-01-03 10:10:00	0.0	0.8642533244679215	4.654614416099014	0.9908239013660314	0.0
2025-01-03 10:20:00	0.0	0.0	2.4487509781992105	0.8133225551397552	0.2931706588871872
2025-01-03 10:30:00	0.0	0.0	0.586046700200693	2.91686310104438	0.0
2025-01-03 10:40:00	0.0	2.8991648743551943	1.527003322477178	2.3946938839793517	0.34274510329925617
2025-01-03 10:50:00	0.0	2.7620084524650848	3.5269858350344636	3.104088903123758	0.585789853515499
2025-01-03 11:00:00	0.0	1.2725705637595377	4.325075215124201	1.5016006109645184	0.0
2025-01-03 11:10:00	0.0	0.0	4.187752633210951	1.36711762852614	0.0
2025-01-03 11:20:00	0.0	0.0	0.0	2.5549461155906155	0.09706260210434448
2025-01-03 11:30:00	0.0	0.0	0.0	0.0	0.0
2025-01-03 11:40:00	0.0	0.0	0.0	0.0	0.0
2025-01-03 11:50:00	0.0	0.0	0.0	0.0	0.0
2025-01-03 12:00:00	0.0	0.0	0.0	0.0	0.0
2025-01-03 12:10:00	0.0	0.289409751994873	0.0	0.0	0.0
2025-01-03 12:20:00	0.0	1.4603649958472804	1.5524655679679382	0.0	0.0
2025-01-03 12:30:00	0.0	1.65794874383599	0.23406405774364203	0.0	0.0
2025-01-03 12:40:00	0.0	0.0	1.9471019278952184	0.0	0.0
2025-01-03 12:50:00	0.0	0.0	4.963776740590071	0.0	3.4909897276419475
2025-01-03 13:00:00	0.0	0.0	2.9638907443474825	2.1511447299233657	1.8604037027186893
2025-01-03 13:10:00	0.0	0.0	3.8683569952765198	1.358098297390157	1.7277278488138295
